onion_id	id	spotify_id	popularity	release	danceability	energy	key	mode	valence	tempo	duration_ms
onion::DnWOtdVfENSRCVa2	DnWOtdVfENSRCVa2	1EiLrPd8JMTcQUr1aLEUKi	59.0	1998	0.787	0.8320000000000001	10.0	1.0	0.8140000000000001	92.606	177667
onion::Dq1qpMbTMQebqmmH	Dq1qpMbTMQebqmmH	2yxkvnyno37480Hv1wuAee	44.0	2001	0.836	0.5720000000000001	4.0	1.0	0.8170000000000001	130.78	187267
onion::Dq9mzZzO0Gckyswm	Dq9mzZzO0Gckyswm	7LJOfS8evyKfP8Fl5rdZXw	55.0	2014	0.606	0.599	0.0	1.0	0.17800000000000002	76.97	253880
onion::DrGYu7hdIOqBFUU0	DrGYu7hdIOqBFUU0	6AGON2BGdPmPMJGiiNuuwl	63.0	2016	0.713	0.419	11.0	1.0	0.253	91.634	201667
onion::DwWCcyDEF80g6I4G	DwWCcyDEF80g6I4G	5fWxm4j1WgVNkYPDwYBoBF	27.0	1996	0.476	0.976	4.0	0.0	0.7090000000000001	110.55	123667
onion::E3QwIlruI9L3yr7x	E3QwIlruI9L3yr7x	33SNO8AaciGbNaQFkxvPrW	67.0	2017	0.375	0.93	2.0	1.0	0.491	147.124	176387
onion::E5SXhvXwYZqyNNfo	E5SXhvXwYZqyNNfo	4XWnHzCRfRjaHRsTNeh3WR	59.0	2018	0.523	0.865	7.0	1.0	0.325	135.115	228640
onion::E9mWfhO31DfTeqeJ	E9mWfhO31DfTeqeJ	6r7sY8M1bMW0kZm9s3LPMs	21.0	2017	0.633	0.8859999999999999	6.0	1.0	0.516	139.989	206027
onion::EAQkBEzU8oJme93H	EAQkBEzU8oJme93H	4bEEnNjno6EL9S4MkiYBSz	42.0	2015	0.443	0.255	5.0	1.0	0.28800000000000003	84.044	342427
onion::EAuygEDCueAO4qaL	EAuygEDCueAO4qaL	7ARaA43Pak6FrN0joLgZ5X	21.0	2008	0.525	0.81	3.0	0.0	0.236	134.053	221520
onion::EB95TqBDsCmdQbLP	EB95TqBDsCmdQbLP	3CJT3NY7LLs3dSwm2C59vC	32.0	2013	0.141	0.937	9.0	1.0	0.0424	90.948	247427
onion::EEDpe8A5q7mkaneL	EEDpe8A5q7mkaneL	46aZJc0z1HHHSFxaIRxYSP	47.0	2008	0.8009999999999999	0.674	8.0	0.0	0.875	125.009	200573
onion::EG8fhmNrqpWVZV9k	EG8fhmNrqpWVZV9k	4TnUKixNWMfajncgdSwFoi	63.0	1982	0.601	0.354	9.0	1.0	0.608	120.978	173467
onion::EGvEkPoXwG1GNROW	EGvEkPoXwG1GNROW	4JFTOshl2tCk379jFm9eyy	47.0	2007	0.544	0.95	1.0	1.0	0.64	92.537	238627
onion::EKy3Xp2cFgmONlxs	EKy3Xp2cFgmONlxs	5cF0dROlMOK5uNZtivgu50	79.0	2018	0.775	0.613	3.0	0.0	0.797	100.066	208787
onion::EMUxCk01Oto4ZaCy	EMUxCk01Oto4ZaCy	48eiLW57CqSmCYNZRM2J8M	48.0	1990	0.536	0.242	7.0	1.0	0.331	137.989	276346
onion::ENIvp2uev93F4JK6	ENIvp2uev93F4JK6	0DiWol3AO6WpXZgp0goxAV	71.0	2001	0.611	0.6970000000000001	2.0	1.0	0.476	122.752	320357
onion::EQ1QVyEwtzNWfDWV	EQ1QVyEwtzNWfDWV	1D066zixBwqFYqBhKgdPzp	68.0	2006	0.904	0.598	8.0	0.0	0.785	129.055	292373
onion::EQtP7ZFnUjLwgPUE	EQtP7ZFnUjLwgPUE	2BedrKE91GCzGpaT4BbqrK	27.0	2016	0.426	0.901	2.0	1.0	0.25	92.992	243487
onion::EShXQGuruxMA1cRN	EShXQGuruxMA1cRN	4eWQlBRaTjPPUlzacqEeoQ	74.0	2018	0.637	0.713	0.0	1.0	0.243	129.923	226973
onion::ETwuGNnkTlhp0IEs	ETwuGNnkTlhp0IEs	2bbhyUWJ5VjdfI3P4PRLu2	48.0	2006	0.49	0.193	11.0	1.0	0.184	89.154	189507
onion::EVgzeFR711xfNSex	EVgzeFR711xfNSex	1rINeTdV9ISXG1qQ0ZnhOK	36.0	2013	0.35100000000000003	0.924	2.0	1.0	0.416	130.99	134613
onion::EbDkDpZAYjR8TQBA	EbDkDpZAYjR8TQBA	4ToYlykhwpW98KtMIGnWQK	52.0	2004	0.6459999999999999	0.964	7.0	1.0	0.747	95.479	224333
onion::EccvlyNtdTAoJVc5	EccvlyNtdTAoJVc5	5ZkLm20XMu4r1KCYaCgx61	27.0	1989	0.733	0.5329999999999999	1.0	0.0	0.97	118.017	327307
onion::EdMHsiwiWvSFBPs5	EdMHsiwiWvSFBPs5	0s1aSsYlLIEiy16LjFWbdp	64.0	1972	0.631	0.354	1.0	1.0	0.522	73.007	188693
onion::Ee0NrsYTYdqXzq2E	Ee0NrsYTYdqXzq2E	0wfa517BvgllE2ZDgReFDJ	32.0	2010	0.679	0.7490000000000001	8.0	0.0	0.635	128.006	214533
onion::Egv6ncmZ7jm7KCMC	Egv6ncmZ7jm7KCMC	1rUpHU45dBawthkWVugcQn	37.0	1956	0.645	0.261	9.0	0.0	0.473	116.995	179440
onion::Ehe6IphBrtHHNwfG	Ehe6IphBrtHHNwfG	0BkUxjkTxjxE5MSaHfTpkQ	34.0	1984	0.598	0.691	0.0	1.0	0.606	134.566	254933
onion::EmPJO7fTwQlTDjGG	EmPJO7fTwQlTDjGG	3G6hD9B2ZHOsgf4WfNu7X1	68.0	2013	0.696	0.59	6.0	1.0	0.462	99.984	193059
onion::Eo6N9jIZKJTOwrKh	Eo6N9jIZKJTOwrKh	3lWatHvGLP3GU8qvcO1tIu	41.0	2017	0.5589999999999999	0.71	11.0	1.0	0.5329999999999999	140.595	240769
onion::EqVMBdaN3OPArA2M	EqVMBdaN3OPArA2M	08VsSDNBuAOwGu8tkpJlSU	47.0	2002	0.306	0.94	9.0	1.0	0.35700000000000004	127.331	263813
onion::ErEXLDslZjAyGZIC	ErEXLDslZjAyGZIC	6XEPmHllDGDaO4w84Xjtgi	54.0	2018	0.6459999999999999	0.833	11.0	1.0	0.278	108.003	223947
onion::Es6aw5ozgNnKbPrF	Es6aw5ozgNnKbPrF	19woxaSpjOefa2JnAOoqW5	66.0	2017	0.727	0.456	9.0	1.0	0.5479999999999999	111.331	208400
onion::EtF2Cqs3KoDNuttw	EtF2Cqs3KoDNuttw	3aiycOKS6P30BnR7dUfrnA	44.0	2008	0.392	0.925	6.0	1.0	0.2	174.08900000000003	283467
onion::EumdmiLNI4ynLbu6	EumdmiLNI4ynLbu6	70MLCfNoBdpSFjlvVTQE7c	40.0	2008	0.413	0.914	6.0	1.0	0.258	158.19899999999996	224040
onion::EwcdJsBlrqPOizGs	EwcdJsBlrqPOizGs	2SHnUyZq0zwmvRIl4WY77G	52.0	2012	0.6629999999999999	0.8220000000000001	9.0	1.0	0.5670000000000001	128.002	290760
onion::ExD5IQBMwmKDM0TV	ExD5IQBMwmKDM0TV	4ffoKyYY6ElVpxUpE48jOc	45.0	2003	0.626	0.7909999999999999	5.0	0.0	0.8640000000000001	129.976	240987
onion::ExwQfuZb1hwWLKlY	ExwQfuZb1hwWLKlY	1S9NZjGx3O2BYyaLMnO9ut	31.0	2012	0.431	0.95	7.0	1.0	0.7040000000000001	99.647	235320
onion::EyFgsiXXJ5lFeqk1	EyFgsiXXJ5lFeqk1	3KnCdGGbBSFyinn31k4DDZ	28.0	2012	0.32299999999999995	0.948	2.0	0.0	0.207	159.939	318720
onion::F1Xw1fJvVFIjOgLc	F1Xw1fJvVFIjOgLc	22TntnVO3lQNDR5nsvxGRs	43.0	2017	0.223	0.523	0.0	0.0	0.15	179.83	422147
onion::F5zfW6YJYawkT8d5	F5zfW6YJYawkT8d5	63gcAzYVuMnM46Fl2wrSOC	29.0	1998	0.332	0.591	9.0	1.0	0.316	126.077	140000
onion::F9xLm5VdpjW2cXj5	F9xLm5VdpjW2cXj5	0CnRxBOItBbzq9vDgyRpXj	46.0	2011	0.377	0.903	8.0	1.0	0.353	195.909	259773
onion::FAoeZ6ZwhJSOxHVW	FAoeZ6ZwhJSOxHVW	5PLPeX9yiG1ZE97IvdDD3o	46.0	2004	0.39	0.962	3.0	0.0	0.37	164.15900000000005	189826
onion::FDnPGRj95BakXOSj	FDnPGRj95BakXOSj	1PS1QMdUqOal0ai3Gt7sDQ	75.0	2005	0.638	0.6990000000000001	1.0	0.0	0.66	92.939	207627
onion::FFVQbO4rkmvEwOnV	FFVQbO4rkmvEwOnV	2qbQLga60JnISUYwAG9aDx	32.0	2008	0.255	0.996	5.0	1.0	0.142	93.633	576067
onion::FGinHAVZZurprXMN	FGinHAVZZurprXMN	2ExXFmQeQP2hUuqXSjNppw	15.0	2016	0.527	0.8290000000000001	10.0	1.0	0.364	115.036	243828
onion::FH2Ky4ibZcDIcIwd	FH2Ky4ibZcDIcIwd	5Nq6lLSxphlsA6nQB0KtES	56.0	2017	0.885	0.607	1.0	0.0	0.391	137.881	199191
onion::FL2adIy5dTxdJ6Df	FL2adIy5dTxdJ6Df	7svpAkwc6xaSxlbZ7V7JiS	52.0	2013	0.529	0.353	7.0	1.0	0.0601	104.557	161463
onion::FMfUsZZ2z5MASfXh	FMfUsZZ2z5MASfXh	4j3X4KX8rURekAVIFUhI23	65.0	2018	0.494	0.672	3.0	1.0	0.557	156.208	277027
onion::FP3QItPNaS9TqPKm	FP3QItPNaS9TqPKm	1AEYT6VxrxXPMoQUxsY0E4	70.0	2002	0.4920000000000001	0.8959999999999999	4.0	0.0	0.534	184.981	285570
onion::FPN24HrCay3pxpl8	FPN24HrCay3pxpl8	4RROfcxQXFIwW0ugcZfdC4	53.0	2011	0.7709999999999999	0.179	4.0	0.0	0.0374	112.018	204000
onion::FPOD0IPwrHzyhsTQ	FPOD0IPwrHzyhsTQ	58KPPL1AdLHMvR2O2PZejr	61.0	2004	0.3	0.929	1.0	1.0	0.59	147.116	548253
onion::FQ0ZHCq0JesoAJUh	FQ0ZHCq0JesoAJUh	65hRZOQkVjmBdusz1N7aOv	64.0	2011	0.507	0.665	0.0	1.0	0.4	126.879	213338
onion::FRzhAKYXAVptKhE3	FRzhAKYXAVptKhE3	4YVURBa2pgo25Imn0iGdTT	39.0	2018	0.447	0.512	5.0	0.0	0.316	101.073	194824
onion::FU5HolU1UWdTd7YT	FU5HolU1UWdTd7YT	4S1VYqwfkLit9mKVY3MXoo	71.0	1984	0.489	0.483	9.0	0.0	0.333	136.822	226706
onion::FWgXRYPCyR0JW0Sb	FWgXRYPCyR0JW0Sb	5uZTDm1BnBjVaTIoive3Tm	25.0	2016	0.715	0.518	4.0	1.0	0.478	108.004	218813
onion::FWkEYJe3C91cMRSU	FWkEYJe3C91cMRSU	5zGrlUCEJy4yMZ5xuqxrr0	52.0	2010	0.521	0.6729999999999999	0.0	1.0	0.449	141.996	306187
onion::FXvvOY1bGn34fgRV	FXvvOY1bGn34fgRV	2CGDxXXYbkPOyRXHzQbqkT	65.0	2001	0.609	0.935	6.0	1.0	0.498	95.957	252400
onion::Fc1DVHuBQ3acET7J	Fc1DVHuBQ3acET7J	5ldaq28WotvsAAKSNMnsbr	14.0	1995	0.521	0.365	7.0	1.0	0.0783	95.0	332800
onion::FgVRx5Fvg0N3uSal	FgVRx5Fvg0N3uSal	2MS98sTzH3OsaFS4ZKzqPK	50.0	2014	0.629	0.426	0.0	1.0	0.411	114.921	171955
onion::Fi9eWmU3mv0EcP3P	Fi9eWmU3mv0EcP3P	2bx879t8gUpxkQ0avl8xTf	37.0	2005	0.569	0.977	1.0	1.0	0.336	193.937	222360
onion::FimYBEtF99Hvqmdv	FimYBEtF99Hvqmdv	67j7ldRz3CqRFLEq18mXbN	29.0	2016	0.527	0.705	2.0	1.0	0.315	75.531	206147
onion::FldezZSLaa48MWej	FldezZSLaa48MWej	3h3pOvw6hjOvZxRUseB7h9	70.0	2018	0.54	0.381	7.0	1.0	0.343	155.882	204991
onion::FmbDcV0OTy3SrJHy	FmbDcV0OTy3SrJHy	3JTtZUOiZljuWbNiasfHB6	62.0	2017	0.785	0.7020000000000001	7.0	1.0	0.569	116.021	167640
onion::FnjWxnvGdeb7ulON	FnjWxnvGdeb7ulON	20Svvkm0UBt55AMxTI42SE	46.0	2019	0.277	0.39	5.0	0.0	0.0866	132.76	266969
onion::FpsvT5Oi1BwvRHEs	FpsvT5Oi1BwvRHEs	6gwJm7LgsaHdd3CWi4K8e8	39.0	2005	0.65	0.693	2.0	1.0	0.563	112.506	217293
onion::FtpxdvYtGJzXotJx	FtpxdvYtGJzXotJx	5u6htUm3bmkYUws3k16WKJ	22.0	1998	0.21	0.0136	4.0	0.0	0.113	67.027	138824
onion::FuwbJDI0DXtxLCBk	FuwbJDI0DXtxLCBk	1e4rwBPVI32vZtTJu7mJ4J	70.0	2018	0.69	0.7290000000000001	6.0	0.0	0.478	128.96	191600
onion::FvDRK0B7x9Cen5YR	FvDRK0B7x9Cen5YR	4nC7ADktP434rqxHtFbkba	37.0	2005	0.515	0.828	2.0	1.0	0.626	155.92600000000004	166227
onion::FxkBuHBVUXPk8gVq	FxkBuHBVUXPk8gVq	498LxVkqoPpt9ifkyKIrNg	29.0	2013	0.34600000000000003	0.752	2.0	1.0	0.366	141.19799999999995	121771
onion::Fy5gtALBciQO5osK	Fy5gtALBciQO5osK	54eGNQCFTHq0q9dCCsPe4P	40.0	2012	0.292	0.992	11.0	0.0	0.118	108.27	320427
onion::FyRF6Cr8fZdInh8R	FyRF6Cr8fZdInh8R	1U57cDOAvIRFeDQCIbW6VI	35.0	2004	0.4920000000000001	0.8809999999999999	2.0	1.0	0.701	156.089	231253
onion::G3Dr8x9cl3efkycS	G3Dr8x9cl3efkycS	62nBByDjvx6Rw7XzRzEEQx	25.0	1998	0.416	0.923	11.0	1.0	0.45	99.308	311133
onion::G7QuwjgO6q4UGfpf	G7QuwjgO6q4UGfpf	4kiMvD7yPec5viFrCQDiYK	45.0	2007	0.609	0.951	6.0	0.0	0.872	122.455	211627
onion::G7eWAmS16ClFyMJW	G7eWAmS16ClFyMJW	3qSlbAE7VfK1AVyxfoHNJZ	41.0	1983	0.6629999999999999	0.898	5.0	1.0	0.628	100.033	253800
onion::G8dgKGT39FBIkjF9	G8dgKGT39FBIkjF9	1czaCgWLWgqp0eRIZ0BcXh	59.0	2008	0.821	0.833	7.0	0.0	0.933	110.039	210467
onion::G9KBvY45WI4DSmE0	G9KBvY45WI4DSmE0	0kW7NQraFEyAhXqaE4cZG0	49.0	2011	0.5770000000000001	0.773	1.0	1.0	0.292	130.001	260000
onion::GA9Zc9ngMaDcU39A	GA9Zc9ngMaDcU39A	6TSM5vkz0WzyZsNAKKYDcw	45.0	1990	0.685	0.8190000000000001	1.0	0.0	0.937	109.855	246107
onion::GAjjAPjh4tuSJ2jM	GAjjAPjh4tuSJ2jM	5QJuMhGWTUB4t9BqR7ndL3	57.0	2017	0.4920000000000001	0.6659999999999999	2.0	1.0	0.26	125.042	221360
onion::GBYU1axrHIG2XFWx	GBYU1axrHIG2XFWx	2onXVqZVKE58rBOLk4W8B9	15.0	2004	0.773	0.8490000000000001	9.0	0.0	0.84	114.975	218314
onion::GEHqrzXojqOo3pKD	GEHqrzXojqOo3pKD	2sgqaney1RQ7bNga6ZDJN2	34.0	2007	0.473	0.637	0.0	0.0	0.244	91.028	217427
onion::GGCJC94ZcySXshTZ	GGCJC94ZcySXshTZ	2DslWBUkrGFHWAQe0GpxkB	35.0	1976	0.644	0.4970000000000001	8.0	1.0	0.368	105.715	517587
onion::GGXhjEEWuleKmO0e	GGXhjEEWuleKmO0e	4SNtyKNyYJ8ERT7YLlnFBr	60.0	2017	0.6709999999999999	0.445	4.0	0.0	0.8109999999999999	75.99600000000002	246480
onion::GPsuzzcT0hIXQ2pX	GPsuzzcT0hIXQ2pX	19JzJOMs4wkuKxY8WEOMea	63.0	2017	0.7879999999999999	0.15	8.0	1.0	0.464	139.983	139221
onion::GQKQRgfH83A2eaLN	GQKQRgfH83A2eaLN	1olzQCig45ekbG814vvYdQ	16.0	2016	0.701	0.731	1.0	0.0	0.354	116.007	220373
onion::GWPGKg6iJcTs6iu0	GWPGKg6iJcTs6iu0	1UmmSKPdCtBuJsmbZG9G3u	42.0	1999	0.46	0.772	0.0	1.0	0.532	138.002	278267
onion::GYOvmQHSmITayLwf	GYOvmQHSmITayLwf	6JBxK6phuJU08nkbcQ8hHf	34.0	1978	0.7070000000000001	0.561	7.0	0.0	0.904	102.939	317427
onion::GdW0dqJ7HV7iQrRx	GdW0dqJ7HV7iQrRx	2hnMS47jN0etwvFPzYk11f	71.0	1996	0.682	0.765	1.0	0.0	0.5670000000000001	90.807	182747
onion::GfkRKY9KJQ9mP4Ef	GfkRKY9KJQ9mP4Ef	7wL9EVloIobMw22rT7Ve8x	54.0	1971	0.6759999999999999	0.58	5.0	1.0	0.89	95.358	172987
onion::GggQl40XVYwUXsTZ	GggQl40XVYwUXsTZ	03f7xZmt2wHCIDJBFPK8G4	65.0	2015	0.595	0.6890000000000001	6.0	0.0	0.213	168.112	209427
onion::GiYQuPMcMHpOLuaP	GiYQuPMcMHpOLuaP	6brl7bwOHmGFkNw3MBqssT	74.0	2006	0.6990000000000001	0.5920000000000001	6.0	1.0	0.589	94.933	207187
onion::GjdDqcdpz7kX85kl	GjdDqcdpz7kX85kl	51ixKYFELQvEYoMcWOmg34	38.0	2004	0.33	0.259	0.0	1.0	0.382	81.762	215133
onion::Gm7dngkKBBkl3MJY	Gm7dngkKBBkl3MJY	7Ie9W94M7OjPoZVV216Xus	75.0	2010	0.855	0.954	0.0	0.0	0.6679999999999999	114.635	248133
onion::GntFJlqMwBie6NEU	GntFJlqMwBie6NEU	3NbTQ8ZbHU6MSEVUFAVCJ9	66.0	2018	0.597	0.524	11.0	1.0	0.0549	92.568	171333
onion::Gp2bKCZH3G5kF255	Gp2bKCZH3G5kF255	45HCmEjK8RFOlRktjcIQMa	24.0	1989	0.394	0.946	11.0	0.0	0.265	109.862	104733
onion::GpLctUKggpANHShj	GpLctUKggpANHShj	4Qt5o43KerMzgh0PNPm6Q1	54.0	2016	0.5579999999999999	0.563	2.0	1.0	0.35100000000000003	133.113	207053
onion::GsGZVExrQ5wxOcIN	GsGZVExrQ5wxOcIN	4prEPl61C8qZpeo3IkYSMl	62.0	2009	0.568	0.7190000000000001	8.0	1.0	0.539	106.036	174760
onion::Gt776hIf2l9eLLXQ	Gt776hIf2l9eLLXQ	2vruX6aM3Z2enX8l6Tl4SH	24.0	1995	0.353	0.995	10.0	0.0	0.139	79.467	308067
onion::Gusn1uA4cIwjLbcy	Gusn1uA4cIwjLbcy	1PExhawz0iaufZ7Ux5FBGJ	39.0	2006	0.42	0.604	11.0	0.0	0.173	78.581	462293
onion::H01DahHz9gU8cmNS	H01DahHz9gU8cmNS	47TqCyvtFAyqPe8jooMakz	41.0	2009	0.4370000000000001	0.601	7.0	0.0	0.318	88.154	267627
onion::H1BeXyX2P5g6ZVJZ	H1BeXyX2P5g6ZVJZ	6YUTL4dYpB9xZO5qExPf05	78.0	2014	0.596	0.856	4.0	0.0	0.743	127.949	222533
onion::H1bM3eivsnVL3oO0	H1bM3eivsnVL3oO0	33iv3wnGMrrDugd7GBso1z	68.0	1999	0.494	0.946	4.0	1.0	0.741	103.408	169027
onion::H5Wee4Mqz8hHRYUs	H5Wee4Mqz8hHRYUs	3eGsNpXzcb1BDkfSJI54NY	51.0	2013	0.5529999999999999	0.545	0.0	1.0	0.943	77.332	114277
onion::H6KOOYa1kGPpZvn9	H6KOOYa1kGPpZvn9	1V6gIisPpYqgFeWbMLI0bA	70.0	2013	0.504	0.785	8.0	1.0	0.502	173.968	210840
onion::H9b9aNxTRQr9evet	H9b9aNxTRQr9evet	3JR8NwN7wdWz8uAaDMtFBZ	25.0	2011	0.795	0.754	2.0	0.0	0.618	123.988	234453
onion::HBY7327CwYnpBmEx	HBY7327CwYnpBmEx	61UHu6xJqZDuoSXgBIh8DK	43.0	2008	0.602	0.8370000000000001	6.0	0.0	0.461	140.072	193973
onion::HDaOxj9RznT2NrQ7	HDaOxj9RznT2NrQ7	4VKnkoNNM6yTb4cXXX3wqD	54.0	2005	0.7659999999999999	0.49	2.0	1.0	0.8320000000000001	134.143	232840
onion::HF0m0OoUtut54TEf	HF0m0OoUtut54TEf	400aXtzepgmEFbOQCAfraG	48.0	2014	0.575	0.5539999999999999	4.0	1.0	0.442	96.74	206147
onion::HGuUoazRVKBTkRNd	HGuUoazRVKBTkRNd	0gH7MNXQud3Pvnfv1zk3bL	35.0	1995	0.298	0.97	1.0	1.0	0.156	174.148	348682
onion::HGwvnAMdGSSmphjE	HGwvnAMdGSSmphjE	2bBSKXRsX0MDrMolVom4jy	38.0	2013	0.422	0.5329999999999999	2.0	1.0	0.399	134.639	257827
onion::HJ2CjwOUYwk97Dw1	HJ2CjwOUYwk97Dw1	1rWGQYboozi8H7scG68dQR	34.0	2012	0.381	0.941	8.0	1.0	0.555	175.998	230920
onion::HJnErBd562hnEq0G	HJnErBd562hnEq0G	2gSUtqdBM4k39be9FzQjOH	39.0	2008	0.455	0.997	1.0	0.0	0.529	110.021	248933
onion::HJsgyjaQNMG0o9Ce	HJsgyjaQNMG0o9Ce	7ov1nZ2QZc3LIuCXXERZP0	48.0	1984	0.752	0.593	7.0	1.0	0.8340000000000001	133.266	236133
onion::HVfEjOVx2RkooC3u	HVfEjOVx2RkooC3u	1GeECVH4Msg1zLm8DExkbH	45.0	2006	0.96	0.895	0.0	0.0	0.92	120.01	189587
onion::HWanNT0ZqeO74fN8	HWanNT0ZqeO74fN8	6vbDjDCBIarDJGsV70pnOv	44.0	2014	0.39	0.735	11.0	1.0	0.454	172.074	264733
onion::HXR67d9mHNTVWMUq	HXR67d9mHNTVWMUq	0lrtYwuy37bJzsO2LHz2kj	45.0	2016	0.725	0.4970000000000001	10.0	1.0	0.954	171.988	262675
onion::HZaOAmULAjZ3tN7F	HZaOAmULAjZ3tN7F	54oqfjjT3vSqS72LMmTdSI	51.0	2017	0.442	0.705	7.0	1.0	0.35	149.954	240605
onion::HZarggufXTzp02lF	HZarggufXTzp02lF	0Unc6GaK4h3RXmUbUAvtdc	40.0	2002	0.28800000000000003	0.933	8.0	0.0	0.4970000000000001	98.918	231853
onion::HaEK4vJgjkzCpjqw	HaEK4vJgjkzCpjqw	0BpKPyXhWsTaWkgXeOd1Sn	55.0	2004	0.486	0.977	7.0	1.0	0.413	103.501	221093
onion::HazJwfUb61xTPtw5	HazJwfUb61xTPtw5	4URRQZ6IvDzs3vKwEULroi	29.0	1974	0.474	0.0785	5.0	1.0	0.111	130.224	197787
onion::Hbk6tjofjFONeex4	Hbk6tjofjFONeex4	0criiQKIY1hyU0lRbVhZ8L	57.0	2017	0.394	0.871	1.0	0.0	0.28600000000000003	97.51	256320
onion::HhDCfJ70PgAeNccZ	HhDCfJ70PgAeNccZ	3fFLxIsTbsotg1B8mkjDID	26.0	1998	0.155	0.977	8.0	1.0	0.14800000000000002	67.873	244427
onion::HiQokENxwFZ7sLT8	HiQokENxwFZ7sLT8	0SGkqnVQo9KPytSri1H6cF	73.0	2017	0.77	0.5670000000000001	2.0	1.0	0.26	81.477	222360
onion::Hrboj7OxFcyYvrVp	Hrboj7OxFcyYvrVp	42WCGd8b9J771EyHBxpxwP	35.0	2000	0.565	0.753	7.0	1.0	0.8240000000000001	114.006	271133
onion::HsJdoVUIydvt3hDh	HsJdoVUIydvt3hDh	4q604hQba5940BbOoaenmz	60.0	2017	0.77	0.655	2.0	1.0	0.639	129.964	188707
onion::Htjn35FpZQVQQVaP	Htjn35FpZQVQQVaP	64gyqTtDDel7B2NoEkOa0A	58.0	2013	0.645	0.6579999999999999	1.0	1.0	0.19	77.021	259144
onion::Hw9KHXvuhckeF6aT	Hw9KHXvuhckeF6aT	3MmRfG64qt04Efx9gK9Ec8	34.0	1993	0.506	0.212	8.0	0.0	0.265	146.355	218253
onion::HwBiVqoMT7pVUg8X	HwBiVqoMT7pVUg8X	6MF6ZR5nTWFWii3eBlkS8b	41.0	2007	0.67	0.7879999999999999	7.0	1.0	0.836	124.032	250693
onion::HyoVtzW9LmcJFCDQ	HyoVtzW9LmcJFCDQ	5cbpoIu3YjoOwbBDGUEp3P	71.0	2013	0.7659999999999999	0.519	9.0	0.0	0.612	129.972	267720
onion::I696LFToFrDdwsVd	I696LFToFrDdwsVd	7ybprTSdhXFzGWdtUEyfjG	42.0	2007	0.6920000000000001	0.769	4.0	0.0	0.828	128.977	203285
onion::I7xwlyqUByL76Wpu	I7xwlyqUByL76Wpu	1hHGUdFaiJHw9hVZGJWYO2	68.0	1970	0.585	0.532	7.0	1.0	0.68	94.461	180067
onion::IASfo4axUh64qRtW	IASfo4axUh64qRtW	2FDJTo05zVmswy9x1FjlAa	45.0	2013	0.5710000000000001	0.805	10.0	0.0	0.61	101.01	228119
onion::IBwjOCmTTL77lFrt	IBwjOCmTTL77lFrt	4khRfibu32AGybm3FmGzk0	47.0	1994	0.407	0.83	7.0	1.0	0.556	93.359	160707
onion::IDLDx4jQADtBJJOq	IDLDx4jQADtBJJOq	5xvUgoVED1F4mBu8FL0HaW	65.0	2012	0.7170000000000001	0.871	2.0	1.0	0.732	93.024	200947
onion::IG0zzQPGgMEmxn98	IG0zzQPGgMEmxn98	1S0DrC9rdjTIo6PjtVWDP1	44.0	1999	0.6679999999999999	0.98	10.0	0.0	0.871	138.925	212080
onion::IOf5ZNUiDZJsCEHG	IOf5ZNUiDZJsCEHG	3CVDronuSnhguSUguPoseM	56.0	1998	0.672	0.616	0.0	1.0	0.5660000000000001	92.094	258773
onion::IQ18pAadvThQNBDX	IQ18pAadvThQNBDX	2SpEHTbUuebeLkgs9QB7Ue	73.0	1974	0.674	0.537	1.0	0.0	0.809	110.578	161533
onion::ISaBewMIzSK9nQGi	ISaBewMIzSK9nQGi	2FeVMO6qFT8eYfRaZ7eQge	29.0	2010	0.32299999999999995	0.496	1.0	1.0	0.0971	111.761	527693
onion::IVzvXJ3MI9vvMyuw	IVzvXJ3MI9vvMyuw	0mtmrbRFsectINNpHdDkUQ	63.0	2015	0.6990000000000001	0.7609999999999999	10.0	1.0	0.443	120.044	250747
onion::IYI6RFvYIFFg9Mi7	IYI6RFvYIFFg9Mi7	7uv632EkfwYhXoqf8rhYrg	58.0	1998	0.7140000000000001	0.309	7.0	1.0	0.0671	107.346	379533
onion::IbUmOdpOF5ikHYbr	IbUmOdpOF5ikHYbr	08P0nPOKsNdQ7JLVwBqnBi	35.0	2012	0.502	0.397	5.0	0.0	0.0833	99.95	245880
onion::IfdRruu8DO3VLylj	IfdRruu8DO3VLylj	3JaMGQXJmtbAhvgl0nBPPN	53.0	2014	0.701	0.964	4.0	0.0	0.484	113.058	235434
onion::IfxRHzp78w4rRYpA	IfxRHzp78w4rRYpA	4JpazKcfOhbwqZrsYhzHee	61.0	2014	0.555	0.727	6.0	1.0	0.7390000000000001	82.14200000000002	223120
onion::IiKMWlJ4N1MvBpHc	IiKMWlJ4N1MvBpHc	2MvvoeRt8NcOXWESkxWn3g	61.0	2013	0.49	0.47	4.0	1.0	0.0483	127.783	258969
onion::IijEHgw0iZIkvel9	IijEHgw0iZIkvel9	0z7Im8pWGXZFbyN1KAYrn0	25.0	2005	0.254	0.964	4.0	1.0	0.623	159.25799999999995	180200
onion::IjDXBZ3SvRwCXtGg	IjDXBZ3SvRwCXtGg	3RHZzTT1RhYV6zicKUc4FM	51.0	2008	0.485	0.8540000000000001	8.0	1.0	0.8859999999999999	198.637	257413
